title	plot	Action	Adult	Adventure	Animation	Biography	Comedy	Crime	Documentary	Drama	Family	Fantasy	Game-Show	History	Horror	Music	Musical	Mystery	News	Reality-TV	Romance	Sci-Fi	Short	Sport	Talk-Show	Thriller	War	Western	plot_lang
"""New Girl"" (2011) {Models (#2.5)}"	 Instead of celebrating Cece's birthday watching a movie, Cece wants to go out. Jess joins the models at a wild party at the bar. The next day, Cece is not able to model at a car show, so Jess steps in at the last minute. It does not go well.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""New Street Law"" (2006) {(#2.5)}"	 When Al Ware doesn't show up for work, Jack decides to stop by his flat to see what the problem might be. What he finds is Al's partner Steve dead on the floor. Al's story is that after he and his partner had a fight the night before, he went out by himself for a drink and then went straight to bed on his return home without checking to see if Steve was in. Jack is of the view that once Al admits to the fight, Al will be charged with murder so they concocts a story for the police. Annie and Charlie defend a young man who is charged with raping a teenage at a party. Two other youths were allowed to plead guilty to lesser charges but the prosecution is determined to get a conviction. He maintains his innocence but the barristers feel he's not telling them the whole story.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""New Tricks"" (2003) {Lost in Translation (#8.3)}"	 DNA from an unidentified man killed in 1996 and staked to a cross is linked to pathology laboratory assistant Anna King, who explains that it must be her brother, David Celaj, fourteen years her senior, with whom she fled Albania as a little girl before Mr. and Mrs. King adopted her and he disappeared from her life. David was a police interpreter in the case of murder suspect and fellow Albanian Michael Luga, who walked free when a witness withdrew her statement. The team believe that Luga killed David but Brian's accidental discovery of the role of scarecrows in Albanian customs leads the investigation elsewhere whilst Gerry's adventures in French cuisine land him an unexpected dinner date. Sandra and her team re-open the case of a man whose burned remains were found in February 1996. He was estimated to be 25 to 30 years old and markings indicated he may have been the victim of a stabbing with the body tied to a wooden cross. A witness had seen a light in the area and there were no missing persons reports that matched the victim. Now however, a DNA test has linked the victim to Anna King, a fingerprint specialist with the Greater London Forensic Service. King however was originally from Albania and was adopted and had no family other a brother, David. Her adoptive parents know little of David but he worked for the police as an interpreter. David was interpreting in a high profile investigation but the solution to the crime is to be found in age old customs and blood feuds from the old country. Meanwhile, Gerry tries to get a date with his French cookery teacher but ends up with her mother.	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	en
"""New York vs Los Angeles"" (2016)"	" ""New York vs Los Angeles"" pits the two very different, but also very much the same, locales against each other, head on. Stephanie Haney and Jackie Iadonisi take you on a guided tour of the two most major cities in the U.S. and decided each week which one wins out."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	en
"""Newman Street"" (2014) {(#1.11)}"	 Dooshima is diagnosed with malaria; Dr Sophie treats her with ACT malaria drug. Andy talks to Funke about his ambitions; to his surprise he gets a breakthrough. Akpos and Amerika caught by Mama Ejiro sneaking girls out of the house. She sees them as irresponsible boys. Meanwhile at Seabreeze, Usman introduces an external agent with vast experience.	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""NewsRadio"" (1995) {Massage Chair (#3.3)}"	 WNYX is exceeding it's budget and Mr. James tells Dave he has to get rid of the free snacks in the break room. Dave tells Mr. James this will lead to a revolt lead by Bill and that the staff will consider Dave the bad guy, but Mr. James sees no other options. Pretty soon, Bill is indeed the leader of a revolt of the whole staff - save Lisa who doesn't want to be involved because she's involved with Dave - and tells Dave what their demands are. However, Bill demands a massage chair instead of free snacks in the break room. Meanwhile, Joe tries to get Catherine to go on a date with him by fixing her not-broken desk.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	en
"""Nexo Knights"" (2015) {The Book of Total Badness (#1.9)}"	" In a dark, destroyed part of the kingdom, Jestro arrives at the ruins of a huge castle. The Book of Monsters knows this place, as the great evil wizard Monstrux lived here. The Book sniffs out some powerful magic in the ruins: ""The Book of Destruction."" With this, The Book tells Jestro they can destroy the NEXO-Knights and then attack the King's Castle and cause massive destruction. Jestro creates destructive monsters and sends them all over the realm, so the Knights must separate and fight single combats all over the place. They Knights lose these battles and learn that they must work as a team! And, just when the Knights are scattered across the Kingdom, Jestro attacks the King's Castle! It looks like all is lost. When Aaron, who has escaped, returns to see Jestro' attack, he realizes he must gather his fellow Knights. Merlok says it's very dangerous, but Aaron says he must take the risk to gather the Knights and save Knighton."	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	en
"""Nick Helm Solid Gold Super Hits"" (2012)"	 International One Man Mega Myth Nick Helm weaves his magic over an audience whilst performing his classic lost hit 'I Fancy The Pants Off Of You'. Featuring Cabaret Seating. Then, the love-lorn dreamboat Nick 'The Hit Maker' Helm performs one of his poems straight from his fragile, tattered heart. Finally, The Nation's heart-throb will not take 'No' for an answer - and he has '15 Reasons' to make you stay. Featuring specifically sourced props and extras.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Nickelodeon Arcade"" (1992) {Phil Moore Wears a Gold Shirt (#2.4)}"	 Phil? Phil, what happened? The Hawaiian shirt is gone. You've got on this shiny gold number that isn't even tucked in, like you just rolled off your waterbed and onto the Nick Arcade set. Was it something we did? Please bring back the Hawaiian shirt.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Night Court"" (1984) {Educating Rhoda (#6.5)}"	 While handling a group of trainee bailiffs, Bull becomes smitten with one, Rhoda, smitten enough to overlook her spectacular incompetence. One thing he can't ignore is when she accidentally loses custody of a psychotic woman who acts out roles in movies. The woman is next reported entering a cheap hotel with Dan.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Night Gallery"" (1969) {The Boy Who Predicted Earthquakes/Miss Lovecraft Sent Me/The Hand of Borgus Weems/Phantom of What Opera? (#2.1)}"	 Herbie is a very special boy. He has the ability to predict the near future. During the taping of a show where he advises the public of his predictions, he repeatedly insists he must go home. The studio heads talk him out of leaving, but Herbie remains uneasy. He tells his audience that tomorrow is going to be the beginning of a new and different world. Human beings are going to live as they were meant to live. Has he told the truth, or is he sparing mankind from the awful reality? A young clairvoyant becomes a worldwide sensation because of his ability, but he suddenly refuses to make any more future predictions. A baby sitter discovers almost too late that she has been hired to baby sit for a family of vampires. After he discovers that a mysterious force has taken control of his right hand, a man desperately turns to a surgeon for help. The Phantom of the opera gets a surprise after he kidnaps a beautiful opera singer.	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	en
"""Night Visions"" (2001) {The Maze (#1.11)}"	 Young college student Susan Thornhill is a shut-in and that's how she likes it. When Wes, a well-meaning student, asks her out, she stands her ground politely refuses. The next day she sees Wes and, feeling awkward, tries to avoid him by going through a hedge maze to her class. Once she finds a way out a very different world meets her. The whole university has become a real ghost town and there's not a soul in sight. When she finally meets another person - her music teacher, she tries to kill her. Susan starts finding dead bodies everywhere on campus and arms herself with a knife. When she finally finds a newspaper, the date on it makes no sense to her. She concludes that the only way for her to get to the bottom of things is to reach the college library. However, what she discovers there disturbs her more than any horror movie. Sometimes all you can do is try to do the best you can with what you have got left.	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	en
"""Nightmare Next Door"" (2011) {Hilltop Horror (#5.5)}"	 When 55-year-old Monica Schmeyer is found shot to death in her living room, the peaceful people of Hanover, Pennsylvania are in a state of panic. Investigators have no idea who would want to kill this gentle woman and they have few clues to go on.	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Nightmares"" (2016)"	" Nightmares is an action - horror new media web series starring and executive produced by Ciera Foster ( Foster Features Inc) . The series follows the protagonist "" Aella Sky"" played by Ciera Foster, a young woman suffering with severe sleep deprivation and psychosis due to chronically enduring brutally violent dreams with every slumber. When Aella assumes a state of complete sleep the world as she knows it no longer exists, as Aella is thrust into an alternate reality of seemingly never ending nightmares. With each nightmare growing increasingly more dangerous than the last, Aella's very survival depends on her ability to fight her way out of the nightmares, to stay awake and to stay alive!"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Nikita"" (2010) {One Way (#1.9)}"	 Nikita and Michael temporarily team-up to kill a terrorist who murdered Michael's family many years ago. When Percy learns this information, he sends Division agents to kill Nikita, who ultimately compromises the mission, leading to Michael's capture by the terrorist group. Alex is caught going through medical files inside Division so she creates a lie that involves Jaden and almost blows her cover.	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	en
"""Nine for IX"" (2013) {The '99ers (#1.8)}"	" The world of women's sports was kicked upside down on July 10, 1999. Before a sold-out crowd of more than 90,000 at the Rose Bowl and an estimated 40 million Americans watching on television, the women's soccer team reached a cultural and athletic pinnacle with its penalty-kick shoot-out victory over China to win the Women's World Cup. These players were more than the pony-tailed poster girls celebrated by mainstream media. As told through the voice of a longtime team captain, Julie Foudy, we get an inside look at the strong team ethic and rare ""do for each other"" mentality that propelled them to victory that day and turned the team into a cultural touchstone. With unprecedented access, the film uses candid, behind-the-scenes footage shot by the players themselves during the tournament to present a unique portrait of the women who irrevocably changed the face of women's athletics. Reuniting key players from the 1999 squad and talking with current U.S. players as well, the film will examine how women's soccer - and women's sports as a whole - has changed since that epic day at the Rose Bowl."	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	en
"""Ninjago: Masters of Spinjitzu"" (2011) {The Art of the Silent Fist (#3.2)}"	 The Ninja go into hiding but an army of the Digtial Overlord's evil robotic Nindroids are hunting them wherever they go. Their only chance is to learn the secrets of the Techno blades and use them to cut all power to save Ninjao from this technological menace.	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	en
"""Nip/Tuck"" (2003) {Duke Collins (#5.8)}"	 As Christmas approaches, Sean finally discovers the secret romance between Christian and Julia after they decide to come clean about it. Landing in the hospital after a fire, Matt bonds with his horribly burned rehabilitation counselor, Rachel. Sean performs surgery on a man, Duke Collins, who was shot in the face while playing Santa Claus by a disgruntled boy. Meanwhile, Eden suspiciously makes a peace offering with a wary Julia by giving her a gift of a fruitcake. Kimber and Ram reveal their future plans to Julia and Christian. Also, Sean and Christian deal with the presence of a group of overly cheerful Christmas carolers that show up at their practice. Yuletide cheer as Matt faces painful recovery and Sean's rejection. Sean is shocked to finally learn the truth about Christian and Julia, and Eden bakes Julia a most suspicious fruitcake. Confrontation between Julia and Kimber at a Christmas party. Matt realizes it is time to be more of a man.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Nip/Tuck"" (2003) {Willy Ward (#4.14)}"	 Christian convinces Michelle they should both adopt Wilber. Then his biological mother, nymphomaniac Gina Russo, tries begging and raging to get access to the boy. So she's the suspect when Wilber is kidnapped, but James LeBeau really needed him for the illegal organ trade. Matt and Kimber seek help with counselor viz. Sean about their 'boring' sex life. Matt finds his own solution, starring in a private porn movie with Kimber. However the professionals he hired don't stick to promises. Ventriloquist Willy Ward asks Sean to make him look like his hand puppet again, now they're no longer in demand.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Nitro Circus"" (2009) {Puerto Rico (#1.10)}"	 Travis heads back to his Puerto Rican roots to meet up with motocross legend and mentor, Gary Bailey. While there, the Nitro Crew embraces the island's diverse landscape when they go for a Caribbean surf session and hit a dirt track set in the dense tropical jungle with their friend and motocross rider, Tara Geiger.	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	en
"""No Angels"" (2004) {(#1.4)}"	 Beth goes after Paul,a wealthy and handsome medic who is being headhunted for a management post but there is one snag - he is married. Beth's aunt Pat is admitted to her ward with a foot infection and Beth goes out of her way to avoid her,the animosity between the two women being explained when Beth's cousin Kelvin turns up. Senior consultant McManus takes Callum under his wing,betting that he will beat a rival consultant's protege at golf but too much concentration on the tournament leads to Callum making more mistakes on the ward. Kate meanwhile decides to give herself a glamorous make-over.	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""No Names"" (2012)"	 Mike and Paul are best friends trying to make it into the business, but are barely getting by. When they have no choice but to crash with their friend Vince and his fiancé, the two turn to their manager's connection with a seedy porn producer to get a script financed.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""No Tomorrow"" (2016) {Pilot (#1.1)}"	" Evie Covington is a risk-averse quality-control assessor living in Seattle, who appreciates order. Then Evie meets the charming, free-spirited Xavier Holliday, who encourages Evie to ""seize the day"", because he believes humankind has a mere eight months and twelve days until a runaway asteroid smacks into planet Earth. That's why he made an Apocalyst - a tally of every last thing he wants to do before the world goes kaput. So with the help of her friends and co-workers, Hank and Kareema, Evie must decide whether Xavier is certifiable and whether that even matters, if being with him means living her life more fully."	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	en
"""Noah's Arc"" (2005) {Say It Loud (#2.8)}"	 Take a behind the scenes tour of the second season of Noah's Arc. This insightful look into the characters, stories, and production of this groundbreaking series features interviews with the cast and crew as well as the creator, Patrik-Ian Polk.	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	en
"""Noddy in Toyland"" (2009) {Noddy and the Magic Paintbrush}"	 The cuckoo sees what fun everyone's having and decides to fly off and look for some fun of her won. She tries swimming with the ducks - too cold; pecking the ground for worms, but that's not for her either. And she has no idea how wrong things are going to go without her. Mr Plod's shoes wear through because he doesn't know when to stop his morning round. The guards change twice in one minute then not for hours and Mr Wobblyman's jellies freeze solid. They need her back! Noddy takes to the skies in his airplane and he and the paper planes search for her. Noddy finds her and they all head back to Toytown. Noddy has a great idea for a game cuckoo can play while still letting everyone know the time. Hide and Seek! She is delighted.	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""None of the Above"" (2013) {Shooters, Showers and Shockwaves (#2.4)}"	 Tim Shaws performs experiments to resolve questions including can a baseball player use a pitching machine to hit targets while in motion, what is the most absorbent of four different materials, how does a helium balloon behave while in motion, how many breaths does it take to fill a diaper bag with air, and what happens when an air hose is left on a car tire.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""North Pole Ice Airport"" (2012) {(#1.1)}"	 Each spring, Russian army paratroopers land on a suitably thick ice patch near the North Pole to build a temporary air strip and set up a tent camp. It caters for hundreds of tourists, mainly foreigners, who are flown in from a hotel on the nearest Island, Norway's Spitzbergen. Some arrive by helicopter for an outrageously expensive VIP blitz visit, others go for a more testing explorer-like experience, in the case of a Britis charity fund-raising team even an exhausting trek on foot. The Russian hosts provide for everything, and find a month in the Artcic counts for six on inhabited land.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""North Woods Law"" (2012) {Lost and Found (#2.209)}"	 A new class of wardens train for the most demanding part of their job: search and rescues. On the Appalachian Trail a hiker vanishes and the wardens lead one of largest search and rescue operations in Maine's history to find her...but the mystery of what really happened to her deepens as each day passes.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	en
"""Northern Exposure"" (1990) {All Is Vanity (#2.3)}"	 Holling impresses Shelly with chivalrous 'bravery', but a remark from her makes him inquire about circumcision - not recommended for an adult man according to Joel. After Chris broadcasts the locally unprecedented procedure, Holling dares not pull out. Maggie pretends to her visiting father, Frank O'Connell, she has a 'perfect boy-friend', without warning Dr. Joel Fleischman that he's the man for the job - so he enjoys overdoing it. Mayor Maurice commandeers first Ed as the outdoors 'morgue guard', then Joel as a reluctant 'coroner' to help him start the investigation for a John Doe corpse, who is soon claimed by the locals although nobody knows him.	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Not Going Out"" (2006) {Anna (#7.4)}"	 Envious of their interesting life style Lucy befriends Anna and Toby though Lee feels left out so Daisy suggests he invites then to a dinner party . This he does, pretending to be a successful business man with tickets for an upcoming charity event. Feeling sorry for him - and admitting to being hen-pecked - Toby gets the tickets for him and allows Lee to take the credit. Unfortunately at the charity dinner Lee gets very drunk and the lie is exposed but when he takes to the stage to sing Lucy's praises and Anna criticizes him Lucy realizes which of the two's friendship means the more to her.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Not Now John"" (2012) {The Endless Raging Bat (#2.2)}"	 After reminiscing of the Raging Bull 2 audition, John Grimm encounters a waitress with an odd vulnerability while having lunch with acquaintances from his acting class. This discovery leads John to inquire about his own underlying aspirations and that of his buddies. As a result, he decides to mesh these dreams into an offbeat short film that features all three of them.	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Nothing Too Good for a Cowboy"" (1998) {Charades (#1.2)}"	" Kit's true identity is revealed. This prompts a trip to town where Rich finds the girl's father. But as the man's true colors are shown, Gloria pushes her partners to give Kit a permanent place on the ranch. Meanwhile, Pan's sometime affair with the widow Franklin heats up again. Slowly, one by one, everyone on the ranch learns the secret being kept by Kit, the best of the three young ranch hands: he isn't actually a ""he"", but a ""she"". This secret was only one of two related secrets kept by the ranch hands. Some like Gloria and Pan could see Kit blossoming into womanhood, whereas Rich was totally in the dark. Kit's gender may be a problem for Tommy's raging hormones. But it's also a problem for Rich, who now sees living at the ranch an underage girl whose parents may or may not know where she is. Since Kit is short on information especially why she doesn't want to go home, Rich, after learning her true lineage, needs to speak to her father both to understand Kit's motivations but also to get permission for her to remain on the ranch. The ranch hands aren't the only ones keeping secrets as Pan has one he keeps in Vanderhoof. Meanwhile, Pan and Gloria are arguing on what is more of a priority on the ranch, building a new fence or building an addition to the one-room cabin. Winning this argument becomes more important when bank manager Roland Tewkesbury changes his loan regulations, meaning they only have enough money to do one of the two projects."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	en
"""Notruf Hafenkante"" (2007) {Versuchungen (#7.20)}"	 Claudia's son Max eagerly starts his police internship in the precinct, alas with only tame old Wolle as mentor, but proves himself a fine researcher. The daily cash receipts of Lars List and fiancee Iris Schwan's trendy restaurant were stolen at night without apparent lock forcing, so the trusted staff, who all have keys, are suspects, firstly Lars's ex Maja Urbancic, whose was found on site and suggests jealous Iris set her up. Tariq finds Maya's wheelchair-bound teen son Kristof, who was injured in traffic accident, carrying an even larger cash sum. .	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Nova"" (1974) {Creatures of Light (#43.14)}"	 Examination of oceanic creatures that light up, whether to scare predators, lure prey or attract mates. And efforts to harness nature's light to track cancer cells, detect pollution, illuminate cities and map the inner workings of the brain are also examined.	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Nova"" (1974) {Rise of the Robots (#43.17)}"	 Machines with human-like capabilities have long been the stuff of science fiction. Until now. Meet the world's most advanced humanoid robots as they leave the lab, battle real-world challenges, and endeavor to become part of our everyday lives.	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Novela"" (1963) {El idiota XIX}"	 Prince Lev Nikolayevich Myshkin is a kind, modest man and an unfortunate sufferer of epilepsy. After spending years in an insane asylum in Switzerland, he travels back to his native Russia to find his ancestors. Experiencing society for the first time, he finds himself an outsider and open to manipulation.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Now and Again"" (1999) {The Insurance Man Always Rings Twice (#1.5)}"	 Michael sneaks a newspaper out of the janitor's cleaning basket, and finds out that Lisa has put his house up for sale. He breaks out again to confront Roger and find out why his million dollar life insurance policy hadn't been paid. Turns out that Grand Empire Insurance Company (and especially Craig Spence) holds a grudge against the Wiseman family because Michael's integrity had cost the company $400 million in an earlier case. Because of this grudge, they're calling his death a suicide and refusing to pay. Michael makes arrangements to deal with Spence his own way.	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	en
"""Numb3rs"" (2005) {Man Hunt (#1.13)}"	 A prison transport bus crashes after maneuvers by two other vehicles, several inmates escape, including the dangerous McDowd. Charlie gets on well with CHP Officer Morris on the scene and works out mathematically it was no accident, both other drivers probably were in the game. Dad is worried Don might be returning to the period he regularly worked in fugitive retrieval, especially now a former colleague, burly federal marshal Cooper, is on the same case. After finding a lesser fugitive, Charlie's mathematical probabilities approach helps reconstructing the remarkable movements of McDowd in LA, which leads to a worrisome motive relating to a DEA case and likely further accomplices... When a prison transport bus crashes as a result of an accident with two other vehicles, some of the prisoners escape. Charlie works with a CHP officer to figure out what happened and he arrives at the conclusion that it was not an accident but staged. Don is worried that one of the prisoners, McDowd is going to go after the witness who helped send him away. An agent who specializes in tracking down fugitives shows up to help Don. But when McDowd kills someone else, they wonder what he is doing. They eventually discover that someone sprung him so that he could take someone out. And when Alan learns the nature of the case, he is worried that Don would be going back to fugitive retrieval which kept him out of contact with his family. When two prisoners escape from a crashed prison bus, one of the prisoners travels continuously through LA with the intent of killing the main witness that put him behind bars. With time running out, Agent Eppes, Charlie and an old friend of Eppes' from his fugitive hunting days attempt to track down the ruthless killer.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	en
"""Number Please"" (1961)"	" ""Number Please,"" a Goodson-Todman Production, was a Hangman-type game that was an early predecessor-of-sorts to the far-more successful ""Wheel of Fortune."" Two contestants, one a champion, competed in this game. Host Collyer showed the players a mystery word puzzle, which was always led to the identity of a prize. Contestants, one at a time, called out a number they believed would help them solve the puzzle. The first player to correctly solve the puzzle (e.g., ELECTRIC SHAVER; BACKYARD BARBECUE FOR FIFTY FRIENDS; CHEVROLET IMPALA SEDAN) won the prize named. The highest-scoring contestant of the day was champion; he/she competed until defeated."	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Nurse Jackie"" (2009) {What the Day Brings (#2.11)}"	 After avoiding Eddie, O'Hara and the drug dealer who has come looking for his stolen pills, Jackie takes off early for a family vacation upstate. But when Jackie misplaces the stash of pills she brought to get her through the vacation, she starts to unravel bit by bit.	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""O Negócio"" (2013) {Acordo (#2.3)}"	 Karin's lawyer suggests a settlement, but things don't quite go as planned. Meanwhile, Luna is hired to take someone's virginity, Oscar takes a psychological exam for the chance to be hired by a millionaire, and Magali deals with a loud neighbor.	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""OOglies"" (2009) {Funsize: Episode 17 (#3.17)}"	 Mr and Mrs Strawberry are watching the sunset... until gooseberry ruins it, Fishing Finger is diving in the kitchen sink and comes face to face with danger and the manic mopping lemons are clumsily cleaning up. Daring, dainty meringue attempts diving with disastrous results, Dr Rhu-barb is chased by his arch enemy trying to 'extermi-grate' him, and Fearless Pete Parsnip impresses the judges with this performing dog trick in the Ooglies talent show.	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Obsessed"" (2009) {Russ/Karen (#1.4)}"	 Russ is an extreme hoarder. He has completely filled up his apartment, forcing him to sleep outside. He's also afraid that the Fire Department will come to his house and he won't be able to clean enough in time to pass inspection. If this happens, Russ fears he'll become homeless. Meanwhile, Karen is plagued by her obsessive thoughts about death.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	en
"""Oceanquest"" (1985)"	" An adventurer-filmmaker-diver recruits a former Miss Universe to travel with him to explore the wonder and terror of the world's oceans. A classic pseudo-documentary, with scenes shot live on location and which (according to the opening narration) ""for purposes of dramatic clarity, some scenes have been re-created and the order of events rearranged."""	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Odd Man Out"" (1977) {Ooh La La (#1.7)}"	 Neville has started to learn French and feels that the company should start exporting their products to the continent. Dorothy and Neville travel to Paris. Things start off badly when the hotel puts them in the same room, and there are no spare rooms. When they go to dinner with a French trade minister, the alcohol flows freely.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	en
"""Oddities"" (2010) {Love Stones (#2.10)}"	 At Obscura Antiques and Oddities Mike's wife recruits Evan and Ryan to locate the perfect birthday gift for Mike. Later Mike has an eye-popping surprise when he finds a plasticized human organ, and actress Chloe Sevigny springs for a lewd old time gag.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	en
"""Odyssey: Driving Around the World"" (2007) {The Outback (#1.6)}"	" The cars and the crew meet up in Brisbane, Australia to start the second leg of the expedition. After strict quarantine they head north up the beautiful Gold Coast and pop into the Australian Zoo to meet some wild friends and then continue North to Cairns for a scuba adventure on the Great Barrier Reef. It's not long before they reach the north where they venture out into the jungles to meet with Dr. Hughes Spencer, the real Batman. They discover his affinity for bats, big ones that love people!!! They soon head deep into the Outback where they stumble across a rodeo. Chanda and Nancy decide to sell their Red Bull sponsored energy drink with cheap vodka to the local cowhands as a fund-raiser. Finally something pops up, Uluru. The team meets with a local aborigine tribal leader and gets a rare glimpse of the Mutijula reservation. Then its West along the infamous ""Gun Barrel Highway"". Known as one of the most grueling and remote roads on earth, the team has over 1500 kilometers of unpaved road to cross before reaching Perth. Camels, storms and aviation gas are just some of the encounters before driving onto a ship bound for Singapore."	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	en
"""Off the Grid with Jesse Ventura"" (2014) {Big Media Blindspot: BP Spills Again?! (#1.47)}"	 Wait a second...did BP spill again? BP -- as in British Petroleum -- as in the same company responsible for the biggest oil spill in world history in the Gulf of Mexico back in 2010? In this Big Media Blindspot, the Governor uncovers a spill right here in Lake Michigan. But that's not all: guess what our money-hungry government just approved...more leases for BP in the Gulf! Has BP paid their dues?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	en
"""Off the Grid with Jesse Ventura"" (2014) {The People Respond to Police Brutality (#1.102)}"	" First up, Jesse Ventura's ""On the Grid"" crew covers a Los Angeles vigil for Michael Brown, Ezell Ford, John Crawford, Eric Garner, and all victims of police brutality. Then, the Governor takes on questions and comments from vigilant viewers in a special edition of #AskJesse."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	en
